title,contentId,artistName,completitionYear,image,artistUrl,genre,material,style,technique,for_model,image_path,image_size,image_width,image_height,image_new_size,image_new_width,image_new_height,image_new_path
"Luxembourg, the capital of the Duchy",9223372032559870165,Blaeu Joan,1649.0,https://uploads5.wikiart.org/00334/images/joan-blaeu/joan-blaeu-luxembourg-the-capital-of-the-duchy-1649-hand-coloured-engraving-meisterdrucke-203592.jpg!Large.jpg,joan-blaeu,cityscape,,Baroque,,1.0,wikiart-master/wiki_art_saved/images/joan-blaeu/1649/9223372032559870165.jpg,"(700, 581)",700,581,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/joan-blaeu_1649_9223372032559870165.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/joan-blaeu_1649_9223372032559870165.jpg
Valley in Kings Canyon,260292,Bierstadt Albert,,https://uploads1.wikiart.org/images/albert-bierstadt/valley-in-kings-canyon.jpg!Large.jpg,albert-bierstadt,landscape,,Luminism,,1.0,wikiart-master/wiki_art_saved/images/albert-bierstadt/unknown-year/260292.jpg,"(1222, 818)",1222,818,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_unknown-year_260292.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_unknown-year_260292.jpg
Dimensional shapes of a horse,260574,Boccioni Umberto,1913.0,https://uploads4.wikiart.org/images/umberto-boccioni/dimensional-shapes-of-a-horse-1913.jpg!Large.jpg,umberto-boccioni,figurative,,Futurism,,1.0,wikiart-master/wiki_art_saved/images/umberto-boccioni/1913/260574.jpg,"(600, 600)",600,600,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/umberto-boccioni_1913_260574.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/umberto-boccioni_1913_260574.jpg
Self-Portrait,9223372032559863943,Blechen Carl,1823.0,https://uploads8.wikiart.org/00323/images/carl-blechen/1823-blechen-selbstbildnis-anagoria.JPG!Large.JPG,carl-blechen,self-portrait,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/carl-blechen/1823/9223372032559863943.jpg,"(3738, 4752)",3738,4752,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/carl-blechen_1823_9223372032559863943.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/carl-blechen_1823_9223372032559863943.jpg
The Monarch of the Herd,9223372032559885373,Bonheur Rosa,,https://uploads6.wikiart.org/00381/images/rosa-bonheur/the-monarch-of-the-herd-rosa-bonheur.jpg!Large.jpg,rosa-bonheur,wildlife painting,,Realism,,1.0,wikiart-master/wiki_art_saved/images/rosa-bonheur/unknown-year/9223372032559885373.jpg,"(900, 683)",900,683,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/rosa-bonheur_unknown-year_9223372032559885373.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/rosa-bonheur_unknown-year_9223372032559885373.jpg
"Infinity Field, Lefkada Series #3",286014,Stamos Theodoros,1979.0,https://uploads6.wikiart.org/images/theodoros-stamos/infinity-field-lefkada-series-3-1979.jpg!Large.jpg,theodoros-stamos,abstract,,Abstract Expressionism,,1.0,wikiart-master/wiki_art_saved/images/theodoros-stamos/1979/286014.jpg,"(566, 570)",566,570,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/theodoros-stamos_1979_286014.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/theodoros-stamos_1979_286014.jpg
Olive Trees,203721,Bilibin Ivan,1929.0,https://uploads0.wikiart.org/images/ivan-bilibin/olive-trees-1929.jpg!Large.jpg,ivan-bilibin,landscape,,Art Nouveau (Modern),,1.0,wikiart-master/wiki_art_saved/images/ivan-bilibin/1929/203721.jpg,"(1746, 2634)",1746,2634,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/ivan-bilibin_1929_203721.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/ivan-bilibin_1929_203721.jpg
Park,239203,Somov Konstantin,1904.0,https://uploads1.wikiart.org/images/konstantin-somov/park.jpg!Large.jpg,konstantin-somov,landscape,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/konstantin-somov/1904/239203.jpg,"(1000, 813)",1000,813,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1904_239203.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1904_239203.jpg
Workers,222126,Bonnard Pierre,1920.0,https://uploads7.wikiart.org/images/pierre-bonnard/workers-1920.jpg!Large.jpg,pierre-bonnard,genre painting,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/images/pierre-bonnard/1920/222126.jpg,"(800, 645)",800,645,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1920_222126.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1920_222126.jpg
"Still LIfe. Basket, Foxgloves, Clothes and Other Objects",360759,David Cox,1823.0,https://uploads3.wikiart.org/images/david-cox/still-life-basket-foxgloves-clothes-and-other-objects-1823.jpg!Large.jpg,david-cox,landscape,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/david-cox/1823/360759.jpg,"(1050, 709)",1050,709,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/david-cox_1823_360759.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/david-cox_1823_360759.jpg
My Blue Lake,300319,Smith Kiki,1994.0,https://uploads8.wikiart.org/images/kiki-smith/my-blue-lake-1994.jpg!Large.jpg,kiki-smith,figurative,,Feminist Art,,1.0,wikiart-master/wiki_art_saved/images/kiki-smith/1994/300319.jpg,"(500, 367)",500,367,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/kiki-smith_1994_300319.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/kiki-smith_1994_300319.jpg
"A View of the Pavillon de Flore and the Tuileries from the Seine, Notre Dame, Paris",360797,David Cox,1829.0,https://uploads4.wikiart.org/images/david-cox/a-view-of-the-pavillon-de-flore-and-the-tuileries-from-the-seine-notre-dame-paris-1829.jpg!Large.jpg,david-cox,cityscape,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/david-cox/1829/360797.jpg,"(1260, 876)",1260,876,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/david-cox_1829_360797.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/david-cox_1829_360797.jpg
Entrada,291219,Souza-Cardoso Amadeo de,1917.0,https://uploads7.wikiart.org/images/amadeo-de-souza-cardoso/entrada-1917.jpg!Large.jpg,amadeo-de-souza-cardoso,still life,,"Cubism, Dada",,1.0,wikiart-master/wiki_art_saved/images/amadeo-de-souza-cardoso/1917/291219.jpg,"(565, 700)",565,700,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/amadeo-de-souza-cardoso_1917_291219.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/amadeo-de-souza-cardoso_1917_291219.jpg
Untitled,267794,Boldini Giovanni,1872.0,https://uploads4.wikiart.org/images/giovanni-boldini/not-identified-1.jpg!Large.jpg,giovanni-boldini,genre painting,,"Impressionism, Kitsch",,1.0,wikiart-master/wiki_art_saved/images/giovanni-boldini/1872/267794.jpg,"(556, 699)",556,699,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1872_267794.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1872_267794.jpg
Priestess Offering Poppies,9223372032559820062,Solomon Simeon,1864.0,https://uploads3.wikiart.org/00129/images/simeon-solomon/priestessofferingpoppiessimeonsolomon.jpg!Large.jpg,simeon-solomon,genre painting,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/simeon-solomon/1864/9223372032559820062.jpg,"(301, 400)",301,400,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/simeon-solomon_1864_9223372032559820062.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/simeon-solomon_1864_9223372032559820062.jpg
Adriana Bisi Fabbri,260479,Boccioni Umberto,1907.0,https://uploads3.wikiart.org/images/umberto-boccioni/adriana-bisi-fabbri-1907.jpg!Large.jpg,umberto-boccioni,portrait,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/images/umberto-boccioni/1907/260479.jpg,"(800, 469)",800,469,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/umberto-boccioni_1907_260479.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/umberto-boccioni_1907_260479.jpg
Martyshkino,239189,Somov Konstantin,,https://uploads8.wikiart.org/images/konstantin-somov/martyshkino.jpg!Large.jpg,konstantin-somov,landscape,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/konstantin-somov/unknown-year/239189.jpg,"(1000, 713)",1000,713,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_unknown-year_239189.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_unknown-year_239189.jpg
Apples of Bogdanivka,260340,Bilokur Kateryna,1959.0,https://uploads4.wikiart.org/images/kateryna-bilokur/apples-of-bogdanivka-1959.jpg!Large.jpg,kateryna-bilokur,still life,,Naïve Art (Primitivism),,1.0,wikiart-master/wiki_art_saved/images/kateryna-bilokur/1959/260340.jpg,"(1033, 947)",1033,947,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/kateryna-bilokur_1959_260340.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/kateryna-bilokur_1959_260340.jpg
Girl with Beads,334271,Stefanescu George,1969.0,https://uploads0.wikiart.org/images/george-stefanescu-ramnic/girl-with-black-pearls.jpg!Large.jpg,george-stefanescu,portrait,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/george-stefanescu/1969/334271.jpg,"(660, 800)",660,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1969_334271.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1969_334271.jpg
Dance,359191,Stefanescu George,1972.0,https://uploads6.wikiart.org/images/george-stefanescu-ramnic/dance-1972.jpg!Large.jpg,george-stefanescu,figurative,,Abstract Expressionism,,1.0,wikiart-master/wiki_art_saved/images/george-stefanescu/1972/359191.jpg,"(663, 800)",663,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1972_359191.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1972_359191.jpg
Interior in Sozopol,306057,Acontz Nutzi,1947.0,https://uploads8.wikiart.org/images/nutzi-acontz/interior-in-sozopol-1947.jpg!Large.jpg,nutzi-acontz,interior,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/images/nutzi-acontz/1947/306057.jpg,"(1000, 797)",1000,797,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/nutzi-acontz_1947_306057.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/nutzi-acontz_1947_306057.jpg
Hunt,273037,Stuck Franz,1899.0,https://uploads1.wikiart.org/images/franz-stuck/hunt-1899.jpg!Large.jpg,franz-stuck,genre painting,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/franz-stuck/1899/273037.jpg,"(1200, 1715)",1200,1715,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/franz-stuck_1899_273037.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/franz-stuck_1899_273037.jpg
Venus and Mercury Blindfold Cupid,9223372032559865757,Spranger Bartholomeus,1597.0,https://uploads1.wikiart.org/00327/images/bartholomaus-spranger/1597-venus-und-merkur-verbinden-amor-die-augen-anagoria.JPG!Large.JPG,bartholomaus-spranger,mythological painting,,Mannerism (Late Renaissance),,1.0,wikiart-master/wiki_art_saved/images/bartholomaus-spranger/1597/9223372032559865757.jpg,"(2880, 3714)",2880,3714,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/bartholomaus-spranger_1597_9223372032559865757.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/bartholomaus-spranger_1597_9223372032559865757.jpg
Bunch of Mimosa,221861,Bonnard Pierre,1945.0,https://uploads1.wikiart.org/images/pierre-bonnard/bunch-of-mimosa.jpg!Large.jpg,pierre-bonnard,flower painting,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/images/pierre-bonnard/1945/221861.jpg,"(961, 883)",961,883,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1945_221861.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1945_221861.jpg
Portrait of Deceased Captain Seymour Jacob Henry Van Den Bergh,9223372032559856615,Solomon Solomon Joseph,,https://uploads2.wikiart.org/00308/images/solomon-joseph-solomon/seymour-van-den-bergh.jpg!Large.jpg,solomon-joseph-solomon,portrait,,"Romanticism, Impressionism",,1.0,wikiart-master/wiki_art_saved/images/solomon-joseph-solomon/unknown-year/9223372032559856615.jpg,"(600, 781)",600,781,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/solomon-joseph-solomon_unknown-year_9223372032559856615.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/solomon-joseph-solomon_unknown-year_9223372032559856615.jpg
View of a village with a boat,326550,Smet Gustave de ,1923.0,https://uploads3.wikiart.org/images/gustave-de-smet/view-of-a-village-with-a-boat-1923.jpg!Large.jpg,gustave-de-smet,landscape,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/gustave-de-smet/1923/326550.jpg,"(522, 380)",522,380,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/gustave-de-smet_1923_326550.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/gustave-de-smet_1923_326550.jpg
His New Hat,278428,Blaas Eugene de,,https://uploads7.wikiart.org/images/eugene-de-blaas/his-new-hat.jpg!Large.jpg,eugene-de-blaas,portrait,,Academicism,,1.0,wikiart-master/wiki_art_saved/images/eugene-de-blaas/unknown-year/278428.jpg,"(419, 610)",419,610,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/eugene-de-blaas_unknown-year_278428.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/eugene-de-blaas_unknown-year_278428.jpg
Voie latine et Corps de fer,322692,Soutter Louis,1942.0,https://uploads8.wikiart.org/images/louis-soutter/voie-latine-et-corps-de-fer-1942.jpg!Large.jpg,louis-soutter,figurative,,Art Brut,,1.0,wikiart-master/wiki_art_saved/images/louis-soutter/1942/322692.jpg,"(357, 480)",357,480,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/louis-soutter_1942_322692.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/louis-soutter_1942_322692.jpg
Arthur Hacker,9223372032559856608,Solomon Solomon Joseph,,https://uploads2.wikiart.org/00308/images/solomon-joseph-solomon/arthur-hacker-by-solomon-joseph-solomon.jpg!Large.jpg,solomon-joseph-solomon,portrait,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/solomon-joseph-solomon/unknown-year/9223372032559856608.jpg,"(2204, 3200)",2204,3200,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/solomon-joseph-solomon_unknown-year_9223372032559856608.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/solomon-joseph-solomon_unknown-year_9223372032559856608.jpg
"Harem Scene""",9223372032559853512,Bompard Maurice,,https://uploads0.wikiart.org/00298/images/maurice-bompard/longchamp193-bompard-harem.jpg!Large.jpg,maurice-bompard,"genre painting, nude painting (nu)",,"Orientalism, Impressionism",,1.0,wikiart-master/wiki_art_saved/images/maurice-bompard/unknown-year/9223372032559853512.jpg,"(3942, 2215)",3942,2215,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/maurice-bompard_unknown-year_9223372032559853512.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/maurice-bompard_unknown-year_9223372032559853512.jpg
David and Goliath,308100,Spee Nzante,1995.0,https://uploads5.wikiart.org/images/nzante-spee/david-and-goliath-1995.jpg!Large.jpg,nzante-spee,religious painting,,"Naïve Art (Primitivism), Surrealism",,1.0,wikiart-master/wiki_art_saved/images/nzante-spee/1995/308100.jpg,"(480, 673)",480,673,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/nzante-spee_1995_308100.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/nzante-spee_1995_308100.jpg
Negev Celebration,9223372032559863493,Bogen Alexander,1991.0,https://uploads7.wikiart.org/00323/images/alexander-bogen/negev-celebration-1991.jpg!Large.jpg,alexander-bogen,abstract,,Abstract Expressionism,,1.0,wikiart-master/wiki_art_saved/images/alexander-bogen/1991/9223372032559863493.jpg,"(1090, 800)",1090,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/alexander-bogen_1991_9223372032559863493.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/alexander-bogen_1991_9223372032559863493.jpg
"Wreck of the 'Ancon' in Loring Bay, Alaska",260321,Bierstadt Albert,1889.0,https://uploads5.wikiart.org/images/albert-bierstadt/wreck-of-the-ancon-in-loring-bay-alaska-1889.jpg!Large.jpg,albert-bierstadt,marina,,Luminism,,1.0,wikiart-master/wiki_art_saved/images/albert-bierstadt/1889/260321.jpg,"(1000, 652)",1000,652,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_1889_260321.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_1889_260321.jpg
Spring,203761,Bilibin Ivan,1900.0,https://uploads4.wikiart.org/images/ivan-bilibin/spring-1900.jpg!Large.jpg,ivan-bilibin,landscape,,Art Nouveau (Modern),,1.0,wikiart-master/wiki_art_saved/images/ivan-bilibin/1900/203761.jpg,"(340, 461)",340,461,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/ivan-bilibin_1900_203761.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/ivan-bilibin_1900_203761.jpg
Princess,359634,Stefanescu George,1974.0,https://uploads0.wikiart.org/images/george-stefanescu-ramnic/princess-1974.jpg!Large.jpg,george-stefanescu,abstract,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/george-stefanescu/1974/359634.jpg,"(509, 800)",509,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1974_359634.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1974_359634.jpg
Relief,340246,Stazewski Henryk,1979.0,https://uploads1.wikiart.org/images/henryk-stazewski/relief-1979-1.jpg!Large.jpg,henryk-stazewski,abstract,,Concretism,,1.0,wikiart-master/wiki_art_saved/images/henryk-stazewski/1979/340246.jpg,"(667, 670)",667,670,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/henryk-stazewski_1979_340246.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/henryk-stazewski_1979_340246.jpg
"Antwerp, Belgium",261071,Bogolyubov Alexey,1854.0,https://uploads0.wikiart.org/images/alexey-bogolyubov/antwerp-belgium-1854.jpg!Large.jpg,alexey-bogolyubov,marina,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/alexey-bogolyubov/1854/261071.jpg,"(1000, 782)",1000,782,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/alexey-bogolyubov_1854_261071.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/alexey-bogolyubov_1854_261071.jpg
Portrait of Mr. A. M.,260439,Bloch Albert,,https://uploads2.wikiart.org/images/albert-bloch/portrait-of-mr-a-m.jpg!Large.jpg,albert-bloch,portrait,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/albert-bloch/unknown-year/260439.jpg,"(659, 800)",659,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/albert-bloch_unknown-year_260439.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/albert-bloch_unknown-year_260439.jpg
